lineage	count
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Oenococcus;s_Oenococcus oeni	951
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Pseudodesulfovibrio;s_Pseudodesulfovibrio profundus	613
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Geraniales	189
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Saccharibacillus;s_Saccharibacillus sp. VR-M41	367
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Amycolatopsis;s_Amycolatopsis sp. SANK 60206	188
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Gesneriaceae;g_Streptocarpus	159
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Gentianales	321
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae;g_Pseudozyma;s_Pseudozyma hubeiensis	117
d_Eukaryota;k_Metazoa;p_Chordata;c_Lepidosauria;o_Squamata;f_Elapidae;g_Pseudonaja	78
d_Eukaryota;o_Jakobida;g_Moramonas	194
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Gentianales;f_Rubiaceae	259
d_Eukaryota;p_Bacillariophyta;c_Mediophyceae;o_Triceratiales;f_Plagiogrammaceae;g_Plagiogramma	92
d_Eukaryota;p_Bacillariophyta;c_Mediophyceae;o_Triceratiales;f_Plagiogrammaceae;g_Plagiogramma;s_Plagiogramma staurophorum	91
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Botryosphaeriaceae;g_Lasiodiplodia;s_Lasiodiplodia theobromae	411
d_Eukaryota;p_Euglenozoa;c_Euglenida;o_Euglenales;f_Phacaceae;g_Phacus;s_Phacus inflexus	257
d_Bacteria;p_Verrucomicrobia;c_Methylacidiphilae;o_Methylacidiphilales;f_Methylacidiphilaceae;g_Methylacidiphilum;s_Methylacidiphilum infernorum	970
d_Eukaryota;k_Metazoa;p_Chordata;c_Aves;o_Galliformes;f_Phasianidae;g_Meleagris	88
d_Eukaryota;p_Apicomplexa;c_Conoidasida;o_Eugregarinorida;f_Gregarinidae	450
d_Eukaryota;k_Metazoa;p_Chordata;c_Lepidosauria;o_Squamata;f_Elapidae	79
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Oenococcus	951
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Aplosporellaceae;g_Aplosporella;s_Aplosporella prunicola	467
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Thiovulaceae;g_Sulfurimonas;s_Sulfurimonas sp. GYSZ_1	223
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Aplosporellaceae	467
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae;o_Coscinodiscales	102
d_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae	532
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Ericales;f_Theaceae;g_Camellia	146
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Gracilariales;f_Gracilariaceae;g_Gracilaria;s_Gracilaria edulis	236
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfuromonadales;f_Geobacteraceae;g_Geobacter;s_Geobacter anodireducens	223
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Gesneriaceae;g_Streptocarpus;s_Streptocarpus wittei	159
d_Eukaryota;c_Dinophyceae;o_Pyrocystales;f_Pyrocystaceae;g_Pyrocystis;s_Pyrocystis lunula	521
d_Eukaryota;p_Bacillariophyta;c_Mediophyceae;o_Triceratiales;f_Triceratiaceae;g_Trieres;s_Trieres chinensis	109
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Gesneriaceae	159
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Tetraodontiformes;f_Tetraodontidae	386
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae;g_Pseudozyma	117
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Mycosphaerellales;f_Teratosphaeriaceae;g_Baudoinia;s_Baudoinia panamericana	116
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Botryosphaeriaceae;g_Lasiodiplodia	411
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Pleuronectiformes;f_Scophthalmidae;g_Scophthalmus;s_Scophthalmus maximus	108
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Arachnida;o_Sarcoptiformes;f_Proctophyllodidae	228
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Candida;s_Candida dubliniensis	122
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Protosiphonales;f_Protosiphonaceae;g_Protosiphon	306
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Sapindales	409
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Licmophorales	4660
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Chlamydomonadales;f_Chlamydomonadaceae;g_Chlamydomonas;s_Chlamydomonas peterfii	505
d_Eukaryota;p_Ciliophora;c_Litostomatea;o_Cyclotrichida;f_Mesodiniidae	332
d_Bacteria;p_Cyanobacteria;o_Nostocales;f_Nostocaceae;g_Cylindrospermum;s_Cylindrospermum stagnale	4572
d_Viruses;k_Bamfordvirae;p_Preplasmiviricota;c_Maveriviricetes;o_Priklausovirales;f_Lavidaviridae;s_Yellowstone Lake virophage 5	383
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Geraniales;f_Geraniaceae	173
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Chlamydomonadales;f_Chlamydomonadaceae;g_Polytomella	456
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Malasseziomycetes;o_Malasseziales;f_Malasseziaceae;g_Malassezia;s_Malassezia furfur	244
d_Eukaryota;k_Metazoa;p_Chordata;c_Lepidosauria;o_Squamata;f_Elapidae;g_Pseudonaja;s_Pseudonaja textilis	78
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Prasiolales;f_Koliellaceae;g_Koliella	208
d_Bacteria;p_Cyanobacteria;o_Nostocales;f_Hapalosiphonaceae;g_Fischerella;s_Fischerella thermalis	4398
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Saccharibacillus	367
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodothalassiales	339
d_Eukaryota;p_Rhodophyta;c_Rhodellophyceae;o_Dixoniellales;f_Dixoniellaceae	155
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Herbaspirillum;s_Herbaspirillum rubrisubalbicans	680
d_Viruses;k_Orthornavirae;p_Pisuviricota;c_Stelpaviricetes;o_Stellavirales	448
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas;s_Pseudoxanthomonas taiwanensis	181
d_Bacteria;p_Elusimicrobia;c_Endomicrobia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium;s_Candidatus Endomicrobium sp. MdDo-005	449
d_Eukaryota;p_Cercozoa;c_Chlorarachniophyceae;g_Chlorarachnion	420
d_Bacteria;p_Nitrospinae;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae	150
d_Eukaryota;p_Rhodophyta;c_Rhodellophyceae;o_Dixoniellales;f_Dixoniellaceae;g_Bulboplastis;s_Bulboplastis apyrenoidosa	155
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Thermomonosporaceae;g_Actinoallomurus;s_Actinoallomurus sp. ID145698	149
d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Planctopirus;s_Planctopirus limnophila	532
d_Bacteria;p_Chloroflexi;c_Anaerolineae;o_Anaerolineales	164
d_Eukaryota;c_Synurophyceae;o_Synurales;f_Mallomonadaceae;g_Synura;s_Synura synuroidea	166
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium luteolum	113
d_Eukaryota;k_Metazoa;p_Mollusca;c_Bivalvia;o_Pectinoida;f_Pectinidae;g_Mizuhopecten;s_Mizuhopecten yessoensis	1015
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Caedimonadaceae;g_Caedimonas;s_Caedimonas varicaedens	212
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Mesostigmatophyceae;o_Mesostigmatales	181
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Ectothiorhodospiraceae;g_Thioalkalivibrio;s_Thioalkalivibrio sulfidiphilus	122
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Caedimonadaceae;g_Caedimonas	212
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Fragilariales;f_Fragilariaceae;g_Asterionella;s_Asterionella formosa	83
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Babjeviella	284
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Mesostigmatophyceae;o_Mesostigmatales;f_Mesostigmataceae;g_Mesostigma;s_Mesostigma viride	181
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Spathaspora;s_Spathaspora passalidarum	157
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Spathaspora	157
d_Archaea;p_Candidatus Heimdallarchaeota	162
d_Bacteria;p_Acidobacteria;c_Acidobacteriia;o_Acidobacteriales;f_Acidobacteriaceae;g_Acidisarcina;s_Acidisarcina polymorpha	476
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Pimascovirales;f_Marseilleviridae;s_Marseillevirus LCMAC102	188
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Delftia;s_Delftia sp. AN3	419
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Lachancea	207
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Babjeviella;s_Babjeviella inositovora	284
d_Eukaryota;c_Dinophyceae;o_Gonyaulacales;f_Crypthecodiniaceae	194
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Chryseobacterium;s_Chryseobacterium caeni	172
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Acidothermales;f_Acidothermaceae	515
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Chiroptera;f_Pteropodidae;g_Rousettus;s_Rousettus aegyptiacus	165
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium;s_Corynebacterium atypicum	2113
d_Bacteria;p_Nitrospinae	150
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Weissella;s_Weissella soli	111
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Alismatales;f_Potamogetonaceae;g_Stuckenia	281
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Boletales;f_Coniophoraceae;g_Coniophora;s_Coniophora puteana	331
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Fragilariales;f_Fragilariaceae;g_Asterionella	90
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Batrachospermales	187
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas	3089
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Ulvophyceae;o_Bryopsidales;f_Bryopsidaceae	172
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Streptosporangiaceae;g_Planomonospora	189
d_Eukaryota;p_Bacillariophyta;c_Bacillariophyceae;o_Cymbellales;f_Gomphonemataceae;g_Didymosphenia;s_Didymosphenia geminata	189
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Cellvibrio;s_Cellvibrio japonicus	177
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Mesostigmatophyceae;o_Mesostigmatales;f_Mesostigmataceae	181
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Asterales;f_Asteraceae;g_Helianthus	170
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Chlorellales;f_Oocystaceae;g_Planctonema;s_Planctonema lauterbornii	776
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Coleoptera;f_Buprestidae;g_Agrilus	273
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Trebouxiales;f_Trebouxiaceae;g_Lobosphaera	208
d_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanomicrobiaceae	180
d_Eukaryota;c_Bigyra;o_Thraustochytrida;f_Thraustochytriaceae;g_Thraustochytrium;s_Thraustochytrium aureum	316
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobulbaceae;g_Desulfocapsa;s_Desulfocapsa sulfexigens	112
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Mesostigmatophyceae;o_Mesostigmatales;f_Mesostigmataceae;g_Mesostigma	181
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Micromonospora;s_Micromonospora sp. NRRL B-16802	245
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Thermomonosporaceae;g_Thermomonospora	413
d_Eukaryota;k_Metazoa;p_Chordata;c_Aves;o_Galliformes;f_Numididae;g_Numida	80
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Cytobacillus;s_Cytobacillus oceanisediminis	229
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus crispatus	125
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Batrachospermales;f_Batrachospermaceae	185
d_Eukaryota;k_Metazoa;p_Chordata;c_Aves;o_Galliformes;f_Numididae	80
d_Bacteria;p_Cyanobacteria;o_Nostocales;f_Nostocaceae;g_Anabaena;s_Anabaena sp.	4831
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Kofleriaceae;g_Haliangium;s_Haliangium ochraceum	192
d_Eukaryota;p_Apicomplexa;c_Conoidasida;o_Eugregarinorida;f_Gregarinidae;g_Gregarina;s_Gregarina niphandrodes	446
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodothalassiales;f_Rhodothalassiaceae;g_Rhodothalassium	339
d_Eukaryota;p_Rhodophyta;c_Rhodellophyceae;o_Dixoniellales	155
d_Eukaryota;p_Rhodophyta;c_Rhodellophyceae	155
d_Bacteria;p_Cyanobacteria;o_Oscillatoriales;f_Oscillatoriaceae;g_Lyngbya;s_Lyngbya majuscula	686
d_Eukaryota;p_Bacillariophyta;c_Bacillariophyceae;o_Cymbellales;f_Gomphonemataceae;g_Didymosphenia	189
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Sapindales;f_Rutaceae;g_Citrus	305
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Boletales;f_Coniophoraceae;g_Coniophora	331
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfotignum;s_Desulfotignum phosphitoxidans	167
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfuromonadales;f_Desulfuromonadaceae;g_Pelobacter;s_Pelobacter carbinolicus	226
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Sinobacteraceae	305
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Thysanoptera;f_Thripidae;g_Thrips;s_Thrips palmi	386
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Acidothermales	515
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Streptosporangiaceae;g_Planomonospora;s_Planomonospora alba	189
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Yersinia;s_Yersinia similis	360
d_Eukaryota;p_Cercozoa;c_Chlorarachniophyceae;g_Chlorarachnion;s_Chlorarachnion reptans	420
d_Bacteria;p_Deferribacteres;c_Deferribacteres;o_Deferribacterales;f_Deferribacteraceae	456
d_Eukaryota;c_Dinophyceae;o_Gonyaulacales;f_Crypthecodiniaceae;g_Crypthecodinium	194
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema denticola	202
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;g_Coccidioides	24
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Bombilactobacillus	355
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Chryseobacterium;s_Chryseobacterium sp. HT1	237
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales	306
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Licmophorales;f_Ulnariaceae;g_Ulnaria;s_Ulnaria acus	4349
d_Viruses;k_Orthornavirae;p_Pisuviricota;c_Stelpaviricetes;o_Stellavirales;f_Astroviridae	448
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Clupeiformes;f_Clupeidae	238
d_Eukaryota;p_Ciliophora;c_Spirotrichea;o_Choreotrichida;f_Strobilidiidae;g_Pelagostrobilidium	68
d_Eukaryota;k_Metazoa;p_Mollusca;c_Bivalvia;o_Ostreida;f_Ostreidae;g_Crassostrea;s_Crassostrea virginica	257
d_Archaea;p_Candidatus Heimdallarchaeota;s_Candidatus Heimdallarchaeota archaeon	162
d_Eukaryota;p_Euglenozoa;c_Euglenida;o_Euglenales;f_Phacaceae;g_Lepocinclis;s_Lepocinclis tripteris	182
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Mesostigmatophyceae	187
d_Eukaryota;c_Dinophyceae;o_Gonyaulacales;f_Crypthecodiniaceae;g_Crypthecodinium;s_Crypthecodinium cohnii	194
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Actinoplanes;s_Actinoplanes deccanensis	127
d_Eukaryota;k_Metazoa;p_Platyhelminthes;c_Cestoda;o_Cyclophyllidea;f_Taeniidae;g_Echinococcus;s_Echinococcus granulosus	378
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Pimascovirales;f_Marseilleviridae;s_Marseillevirus LCMAC101	347
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Monotremata	119
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Coleoptera;f_Buprestidae	276
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea;o_Trypanosomatida;f_Trypanosomatidae;g_Strigomonas;s_Strigomonas oncopelti	142
d_Archaea;p_Euryarchaeota;c_Halobacteria;o_Natrialbales;f_Natrialbaceae;g_Natronorubrum;s_Natronorubrum aibiense	367
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Clupeiformes;f_Clupeidae;g_Clupea	238
d_Archaea;p_Euryarchaeota;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus peptonophilus	103
d_Eukaryota;p_Rhodophyta;c_Rhodellophyceae;o_Dixoniellales;f_Dixoniellaceae;g_Bulboplastis	155
d_Bacteria;p_Deferribacteres;c_Deferribacteres;o_Deferribacterales	457
d_Archaea;p_Euryarchaeota;c_Methanococci;o_Methanococcales;f_Methanococcaceae;g_Methanococcus;s_Methanococcus vannielii	118
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Amycolatopsis;s_Amycolatopsis azurea	479
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Nocardiaceae;g_Nocardia;s_Nocardia sp.	243
d_Bacteria;p_Nitrospinae;c_Nitrospinia	150
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivicanis	219
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Glomerellales;f_Plectosphaerellaceae;g_Sodiomyces	517
d_Bacteria;p_Verrucomicrobia;c_Methylacidiphilae;o_Methylacidiphilales;f_Methylacidiphilaceae;g_Methylacidiphilum;s_Methylacidiphilum fumariolicum	80
d_Eukaryota;k_Metazoa;p_Chordata;c_Aves;o_Galliformes;f_Numididae;g_Numida;s_Numida meleagris	80
d_Viruses;k_Orthornavirae;p_Pisuviricota;c_Stelpaviricetes;o_Stellavirales;f_Astroviridae;g_Mamastrovirus	448
d_Bacteria;p_Acidobacteria;c_Acidobacteriia;o_Acidobacteriales;f_Acidobacteriaceae;g_Acidisarcina	476
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Cuniculitremaceae;g_Kockovaella;s_Kockovaella imperatae	893
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Saccharothrix;s_Saccharothrix algeriensis	196
d_Eukaryota;p_Euglenozoa;c_Euglenida;o_Euglenales;f_Euglenaceae;g_Trachelomonas	801
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Thysanoptera;f_Thripidae;g_Thrips	387
d_Bacteria;p_Chloroflexi;c_Anaerolineae	166
d_Eukaryota;c_Oomycota;o_Peronosporales;f_Peronosporaceae;g_Plasmopara;s_Plasmopara halstedii	328
d_Archaea;p_Euryarchaeota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula hispanica	122
d_Eukaryota;c_Dinophyceae;o_Peridiniales;f_Kryptoperidiniaceae;g_Kryptoperidinium	181
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Chlorellales;f_Oocystaceae;g_Planctonema	776
d_Eukaryota;c_Dinophyceae;o_Peridiniales;f_Kryptoperidiniaceae;g_Kryptoperidinium;s_Kryptoperidinium foliaceum	181
d_Bacteria;p_Chloroflexi;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae	164
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium orientale	116
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodothalassiales;f_Rhodothalassiaceae	339
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Kazachstania;s_Kazachstania africana	195
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Paenarthrobacter;s_Paenarthrobacter ilicis	659
d_Viruses;k_Orthornavirae;p_Pisuviricota;c_Stelpaviricetes	459
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Trebouxiales;f_Trebouxiaceae;g_Lobosphaera;s_Lobosphaera incisa	208
d_Archaea;p_Crenarchaeota;c_Thermoprotei;o_Desulfurococcales	130
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Licmophorales;f_Ulnariaceae;g_Ulnaria	4495
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Boletales;f_Coniophoraceae	331
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Asterales;f_Asteraceae;g_Helianthus;s_Helianthus annuus	167
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Glomerellales;f_Plectosphaerellaceae;g_Sodiomyces;s_Sodiomyces alkalinus	517
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Coleoptera;f_Buprestidae;g_Agrilus;s_Agrilus planipennis	273
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Mycosphaerellales;f_Teratosphaeriaceae;g_Neohortaea;s_Neohortaea acidophila	401
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Licmophorales;f_Ulnariaceae	4513
d_Eukaryota;p_Ciliophora;c_Spirotrichea;o_Choreotrichida	110
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Rahnella;s_Rahnella aquatilis	1584
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Colwelliaceae;g_Colwellia;s_Colwellia psychrerythraea	137
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Chiroptera;f_Pteropodidae;g_Rousettus	166
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Draconibacterium	116
d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Planctopirus	532
d_Eukaryota;k_Metazoa;p_Mollusca;c_Bivalvia;o_Pectinoida;f_Pectinidae;g_Mizuhopecten	1015
d_Bacteria;p_Nitrospinae;c_Nitrospinia;o_Nitrospinales	150
d_Bacteria;p_Dictyoglomi;c_Dictyoglomia;o_Dictyoglomales;f_Dictyoglomaceae;g_Dictyoglomus;s_Dictyoglomus thermophilum	178
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Thauera;s_Thauera sp. B4	439
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Halieaceae;g_Halioglobus;s_Halioglobus japonicus	181
d_Viruses;k_Orthornavirae;p_Pisuviricota;c_Stelpaviricetes;o_Stellavirales;f_Astroviridae;g_Mamastrovirus;s_Mamastrovirus 1	448
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Blenniiformes	256
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Actinoplanes;s_Actinoplanes sp. NAI112	144
